IPAddress,Day,Month,Year,HH,RequestType,API,StatusCode,Bytes,Refferer,UserAgent,ResponseTime,Browser,Os,Device
251.80.220.51,27,12,2037,12,POST,/usr/register,404,5115,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",4481,Opera,Linux,Mobile
205.248.255.187,27,12,2037,12,POST,/usr/register,502,5047,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",4379,Others,Linux,Mobile
204.26.246.247,27,12,2037,12,POST,/usr,404,4938,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",4805,Others,Windows,Others
70.10.135.104,27,12,2037,12,POST,/usr/admin/developer,200,4946,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",3775,Chrome,Windows,Others
125.111.111.74,27,12,2037,12,POST,/usr/admin,304,5013,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",1078,Opera,Windows,Others
219.189.130.0,27,12,2037,12,POST,/usr,404,5064,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",3230,Opera,Linux,Mobile
54.103.22.26,27,12,2037,12,POST,/usr/admin/developer,304,4923,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",4700,Safari,Mac OS,Others
98.57.168.127,27,12,2037,12,POST,/usr/login,200,4943,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",4855,Chrome,Linux,Mobile
179.165.182.35,27,12,2037,12,POST,/usr,404,4973,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",1111,Opera,Windows,Others
37.69.91.231,27,12,2037,12,POST,/usr/login,303,4979,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,791,Mozilla,Linux,Mobile
90.51.190.214,27,12,2037,12,POST,/usr/login,500,4975,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",4553,Opera,Windows,Others
208.88.52.114,27,12,2037,12,POST,/usr/login,502,5021,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",756,Opera,Windows,Others
128.127.215.247,27,12,2037,12,POST,/usr,303,4979,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",2734,Chrome,Windows,Others
222.86.156.11,27,12,2037,12,POST,/usr,403,5048,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,1068,Mozilla,Windows,Others
189.212.172.254,27,12,2037,12,POST,/usr/login,303,5003,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",4030,Safari,Mac OS,Others
67.52.174.122,27,12,2037,12,POST,/usr/admin/developer,303,5002,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",3291,Others,Linux,Mobile
81.214.55.26,27,12,2037,12,POST,/usr/login,500,4977,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,3857,Mozilla,Windows,Others
136.222.92.198,27,12,2037,12,POST,/usr/login,200,4929,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",799,Safari,iOS,Mobile
41.247.88.139,27,12,2037,12,POST,/usr/register,502,4947,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",2325,Chrome,Windows,Others
178.58.90.215,27,12,2037,12,POST,/usr/login,404,4986,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",853,Opera,Linux,Mobile
95.24.231.190,27,12,2037,12,POST,/usr/admin,303,4969,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",865,Others,Windows,Others
196.223.218.149,27,12,2037,12,POST,/usr/admin,502,4992,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,4963,Mozilla,Linux,Mobile
178.65.67.22,27,12,2037,12,POST,/usr/register,502,5070,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",3719,Chrome,Linux,Mobile
125.143.47.149,27,12,2037,12,POST,/usr/register,303,5106,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",37,Others,Windows,Others
221.20.34.201,27,12,2037,12,POST,/usr/login,502,4917,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",3296,Safari,Mac OS,Others
221.73.167.155,27,12,2037,12,POST,/usr/admin/developer,502,5023,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,111,Mozilla,Windows,Others
5.97.37.228,27,12,2037,12,POST,/usr/admin,404,4967,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",4593,Safari,iOS,Mobile
12.173.181.137,27,12,2037,12,POST,/usr/login,304,5003,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",42,Chrome,Windows,Others
5.25.217.238,27,12,2037,12,POST,/usr/login,502,5081,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",4971,Opera,Linux,Mobile
62.121.203.124,27,12,2037,12,POST,/usr/admin/developer,303,4973,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",3987,Chrome,Linux,Mobile
25.114.140.67,27,12,2037,12,POST,/usr,304,4984,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",3326,Chrome,Windows,Others
8.83.206.187,27,12,2037,12,POST,/usr,502,4985,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",4975,Safari,Mac OS,Others
130.80.22.55,27,12,2037,12,POST,/usr/admin/developer,403,5035,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",1596,Safari,iOS,Mobile
19.194.245.55,27,12,2037,12,POST,/usr/admin/developer,200,4961,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",4511,Chrome,Windows,Others
44.80.151.216,27,12,2037,12,POST,/usr/register,304,5000,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,990,Mozilla,Linux,Mobile
14.225.179.71,27,12,2037,12,POST,/usr,303,4996,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",836,Opera,Linux,Mobile
125.113.101.77,27,12,2037,12,POST,/usr/admin,200,4925,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",2571,Safari,Mac OS,Others
221.34.196.197,27,12,2037,12,POST,/usr/admin/developer,502,4991,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",2958,Others,Linux,Mobile
66.137.47.62,27,12,2037,12,POST,/usr/register,502,5026,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",3393,Chrome,Linux,Mobile
244.201.87.250,27,12,2037,12,POST,/usr/admin/developer,403,4894,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",825,Chrome,Linux,Mobile
188.4.19.169,27,12,2037,12,POST,/usr/admin/developer,303,5076,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,1748,Mozilla,Linux,Mobile
99.10.214.243,27,12,2037,12,POST,/usr/admin/developer,403,4920,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",4921,Others,Linux,Mobile
54.135.40.59,27,12,2037,12,POST,/usr/login,502,4929,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",1901,Safari,iOS,Mobile
137.40.109.220,27,12,2037,12,POST,/usr,500,4995,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",4925,Chrome,Windows,Others
159.183.77.45,27,12,2037,12,POST,/usr/register,404,5001,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",4958,Others,Windows,Others
78.34.143.246,27,12,2037,12,POST,/usr/register,500,5060,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",2150,Safari,Mac OS,Others
73.164.20.25,27,12,2037,12,POST,/usr/register,403,5037,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",4564,Chrome,Windows,Others
226.176.147.52,27,12,2037,12,POST,/usr/register,502,4946,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",1137,Opera,Windows,Others
118.70.41.44,27,12,2037,12,POST,/usr/admin/developer,304,5018,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",2259,Opera,Windows,Others
243.61.106.132,27,12,2037,12,POST,/usr/register,500,4961,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,4424,Mozilla,Windows,Others
95.192.245.101,27,12,2037,12,POST,/usr/admin,303,4998,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,4777,Mozilla,Linux,Mobile
241.206.178.98,27,12,2037,12,POST,/usr/admin,500,5040,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",3184,Others,Windows,Others
74.21.92.6,27,12,2037,12,POST,/usr,403,4981,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",256,Chrome,Windows,Others
66.218.55.134,27,12,2037,12,POST,/usr/admin,303,5020,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",3030,Opera,Windows,Others
151.24.209.189,27,12,2037,12,POST,/usr/admin,303,4931,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",455,Others,Windows,Others
94.230.126.148,27,12,2037,12,POST,/usr,500,4942,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,2865,Mozilla,Linux,Mobile
95.193.238.128,27,12,2037,12,POST,/usr/admin/developer,304,5057,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",813,Others,Windows,Others
205.17.29.224,27,12,2037,12,POST,/usr/register,404,5028,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",3767,Opera,Windows,Others
121.0.121.88,27,12,2037,12,POST,/usr/login,403,4991,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",813,Chrome,Windows,Others
177.2.90.193,27,12,2037,12,POST,/usr,404,4925,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",988,Opera,Linux,Mobile
139.116.18.85,27,12,2037,12,POST,/usr,500,4951,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",577,Others,Linux,Mobile
83.175.171.70,27,12,2037,12,POST,/usr/admin,303,5072,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",568,Safari,iOS,Mobile
126.93.86.95,27,12,2037,12,POST,/usr/register,403,5073,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",4392,Opera,Windows,Others
29.166.123.170,27,12,2037,12,POST,/usr/register,404,5039,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",1230,Opera,Linux,Mobile
236.212.128.30,27,12,2037,12,POST,/usr/admin/developer,404,4955,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",2593,Chrome,Windows,Others
167.155.67.226,27,12,2037,12,POST,/usr/login,500,4925,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",1156,Safari,Mac OS,Others
113.198.3.194,27,12,2037,12,POST,/usr/login,500,4986,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",242,Opera,Linux,Mobile
62.10.148.59,27,12,2037,12,POST,/usr/admin/developer,502,4985,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",2910,Chrome,Windows,Others
180.143.119.196,27,12,2037,12,POST,/usr,200,4981,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,2682,Mozilla,Windows,Others
93.84.33.121,27,12,2037,12,POST,/usr/register,403,4905,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",2276,Others,Windows,Others
231.62.72.72,27,12,2037,12,POST,/usr/login,200,5021,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,2415,Mozilla,Windows,Others
130.48.13.63,27,12,2037,12,POST,/usr/login,500,5042,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,4717,Mozilla,Windows,Others
61.50.212.140,27,12,2037,12,POST,/usr/login,500,5064,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",4011,Opera,Linux,Mobile
121.136.129.10,27,12,2037,12,POST,/usr,303,4924,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",3564,Chrome,Linux,Mobile
190.2.155.24,27,12,2037,12,POST,/usr/admin,502,5012,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,1619,Mozilla,Windows,Others
2.12.89.193,27,12,2037,12,POST,/usr/admin,304,5030,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",2419,Safari,Mac OS,Others
88.44.51.113,27,12,2037,12,POST,/usr/login,200,5061,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",530,Others,Windows,Others
20.176.254.13,27,12,2037,12,POST,/usr/admin,502,5048,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",4675,Safari,iOS,Mobile
80.118.231.147,27,12,2037,12,POST,/usr/admin,502,5025,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",4012,Others,Windows,Others
168.33.102.182,27,12,2037,12,POST,/usr,403,4914,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",3775,Opera,Windows,Others
164.3.42.59,27,12,2037,12,POST,/usr/admin,403,5041,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",2151,Chrome,Linux,Mobile
123.106.16.94,27,12,2037,12,POST,/usr,500,5053,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,1295,Mozilla,Windows,Others
85.37.239.246,27,12,2037,12,POST,/usr/admin,303,5079,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",4434,Opera,Windows,Others
215.255.77.26,27,12,2037,12,POST,/usr/admin/developer,303,5023,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",725,Chrome,Windows,Others
171.185.48.29,27,12,2037,12,POST,/usr/admin,304,4975,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",868,Safari,Mac OS,Others
56.160.220.11,27,12,2037,12,POST,/usr/admin/developer,303,5091,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,389,Mozilla,Linux,Mobile
98.13.127.183,27,12,2037,12,POST,/usr/register,404,5027,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",4307,Chrome,Linux,Mobile
200.90.134.220,27,12,2037,12,POST,/usr/register,502,5069,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",2917,Chrome,Windows,Others
61.252.19.147,27,12,2037,12,POST,/usr/admin,403,4931,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",2084,Chrome,Linux,Mobile
214.234.215.76,27,12,2037,12,POST,/usr/admin/developer,304,5037,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",3641,Safari,iOS,Mobile
69.138.38.69,27,12,2037,12,POST,/usr/register,404,4993,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,10,Mozilla,Windows,Others
228.224.145.140,27,12,2037,12,POST,/usr/admin,403,5034,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",3760,Opera,Linux,Mobile
10.50.125.93,27,12,2037,12,POST,/usr/register,304,5029,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,2347,Mozilla,Windows,Others
241.47.166.131,27,12,2037,12,POST,/usr/admin,502,4934,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",3946,Safari,iOS,Mobile
73.43.102.114,27,12,2037,12,POST,/usr/register,200,4973,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",108,Chrome,Linux,Mobile
217.72.194.84,27,12,2037,12,POST,/usr/login,404,4993,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",693,Opera,Linux,Mobile
71.239.121.173,27,12,2037,12,POST,/usr/register,303,5011,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",4013,Others,Linux,Mobile
93.163.126.29,27,12,2037,12,POST,/usr/register,502,4977,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,1026,Mozilla,Linux,Mobile
143.138.79.255,27,12,2037,12,POST,/usr/register,502,4995,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",2223,Others,Windows,Others
142.198.45.170,27,12,2037,12,POST,/usr,403,4924,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",1523,Others,Linux,Mobile
