IPAddress,RemoteLogName,UserID,Day,Month,Year,HH,RequestType,API,StatusCode,Bytes,Refferer,UserAgent,ResponseTime,Browser,Os,Device
154.49.77.255,-,-,27,12,2037,12,PUT,/usr/login,303,4878,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",455,Others,Linux,Mobile
201.149.141.43,-,-,27,12,2037,12,DELETE,/usr,200,5056,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",2795,Opera,Linux,Mobile
245.99.75.204,-,-,27,12,2037,12,PUT,/usr/login,303,4994,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",1357,Others,Windows,Others
53.176.246.185,-,-,27,12,2037,12,POST,/usr/admin/developer,502,5038,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",1329,Opera,Windows,Others
244.151.238.99,-,-,27,12,2037,12,POST,/usr/register,304,5040,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",4151,Safari,Mac OS,Others
149.42.110.120,-,-,27,12,2037,12,POST,/usr/register,304,5008,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,4444,Mozilla,Windows,Others
233.197.190.217,-,-,27,12,2037,12,PUT,/usr,304,4981,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,3294,Mozilla,Linux,Mobile
4.199.146.34,-,-,27,12,2037,12,POST,/usr/admin,304,5010,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",767,Chrome,Linux,Mobile
143.27.172.252,-,-,27,12,2037,12,PUT,/usr,304,5013,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",4451,Safari,iOS,Mobile
169.110.141.163,-,-,27,12,2037,12,GET,/usr/admin/developer,500,5023,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",3657,Opera,Linux,Mobile
160.176.105.77,-,-,27,12,2037,12,GET,/usr/register,404,4973,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,2766,Mozilla,Linux,Mobile
200.78.117.179,-,-,27,12,2037,12,DELETE,/usr,404,5063,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",1872,Others,Windows,Others
91.177.214.67,-,-,27,12,2037,12,PUT,/usr/admin/developer,303,5028,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",4276,Chrome,Linux,Mobile
51.223.182.75,-,-,27,12,2037,12,POST,/usr/admin,403,4965,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",3313,Others,Windows,Others
205.18.201.197,-,-,27,12,2037,12,GET,/usr/login,500,5042,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,821,Mozilla,Windows,Others
163.181.205.74,-,-,27,12,2037,12,GET,/usr,200,5089,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",1829,Safari,iOS,Mobile
108.86.170.35,-,-,27,12,2037,12,DELETE,/usr/login,304,5025,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",3633,Safari,iOS,Mobile
47.118.14.77,-,-,27,12,2037,12,GET,/usr/login,304,5074,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,3687,Mozilla,Windows,Others
1.111.97.128,-,-,27,12,2037,12,POST,/usr/register,303,4920,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",1987,Others,Linux,Mobile
121.179.208.251,-,-,27,12,2037,12,PUT,/usr,303,4950,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",395,Chrome,Windows,Others
73.46.99.247,-,-,27,12,2037,12,PUT,/usr/admin/developer,404,5056,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,3548,Mozilla,Windows,Others
160.6.171.57,-,-,27,12,2037,12,PUT,/usr/admin/developer,200,4945,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",4188,Safari,iOS,Mobile
148.245.45.252,-,-,27,12,2037,12,DELETE,/usr/login,200,5039,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",3460,Opera,Linux,Mobile
73.120.150.176,-,-,27,12,2037,12,PUT,/usr/admin/developer,403,4989,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,601,Mozilla,Linux,Mobile
208.144.224.32,-,-,27,12,2037,12,PUT,/usr/admin/developer,404,5032,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,1549,Mozilla,Linux,Mobile
205.65.79.33,-,-,27,12,2037,12,DELETE,/usr/admin/developer,303,4981,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",3830,Others,Windows,Others
69.225.177.217,-,-,27,12,2037,12,DELETE,/usr/admin,200,4971,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",2607,Safari,iOS,Mobile
81.88.8.188,-,-,27,12,2037,12,GET,/usr/admin,304,5041,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",1907,Others,Windows,Others
105.16.55.187,-,-,27,12,2037,12,PUT,/usr/login,502,5028,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",3030,Chrome,Windows,Others
32.166.33.229,-,-,27,12,2037,12,DELETE,/usr/admin,404,4984,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",1080,Safari,iOS,Mobile
56.111.36.103,-,-,27,12,2037,12,DELETE,/usr,200,5039,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",1979,Opera,Windows,Others
43.54.138.131,-,-,27,12,2037,12,DELETE,/usr/login,304,4978,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,442,Mozilla,Linux,Mobile
131.204.171.135,-,-,27,12,2037,12,POST,/usr/login,304,5035,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",1059,Chrome,Linux,Mobile
39.109.114.15,-,-,27,12,2037,12,GET,/usr,303,4908,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",3049,Safari,Mac OS,Others
106.191.243.187,-,-,27,12,2037,12,PUT,/usr/register,303,4979,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",2275,Opera,Windows,Others
34.62.151.247,-,-,27,12,2037,12,PUT,/usr/login,200,5066,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",3391,Safari,Mac OS,Others
219.245.15.110,-,-,27,12,2037,12,GET,/usr/admin,403,4962,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",819,Safari,Mac OS,Others
72.98.191.145,-,-,27,12,2037,12,GET,/usr/admin,502,4930,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",1347,Chrome,Linux,Mobile
202.68.184.87,-,-,27,12,2037,12,POST,/usr/admin/developer,502,5038,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,2450,Mozilla,Linux,Mobile
156.112.217.194,-,-,27,12,2037,12,DELETE,/usr/admin,304,4972,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",3466,Opera,Windows,Others
23.205.140.21,-,-,27,12,2037,12,GET,/usr,304,5023,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",1649,Opera,Windows,Others
63.110.31.92,-,-,27,12,2037,12,POST,/usr/register,200,5021,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",1092,Chrome,Windows,Others
170.86.80.90,-,-,27,12,2037,12,DELETE,/usr/admin,404,5048,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,2782,Mozilla,Linux,Mobile
93.45.150.58,-,-,27,12,2037,12,PUT,/usr/register,200,5013,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",4087,Others,Windows,Others
2.227.190.198,-,-,27,12,2037,12,DELETE,/usr,500,4942,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",748,Opera,Windows,Others
246.230.63.232,-,-,27,12,2037,12,GET,/usr/admin,404,5031,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",170,Opera,Linux,Mobile
186.25.35.230,-,-,27,12,2037,12,GET,/usr,200,4976,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",2192,Chrome,Linux,Mobile
36.192.88.107,-,-,27,12,2037,12,POST,/usr,303,5052,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,1683,Mozilla,Windows,Others
79.51.26.75,-,-,27,12,2037,12,GET,/usr/admin,200,4976,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",3357,Others,Linux,Mobile
135.236.117.125,-,-,27,12,2037,12,GET,/usr/admin/developer,403,4962,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",3647,Opera,Windows,Others
249.56.227.63,-,-,27,12,2037,12,POST,/usr/register,502,5042,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",76,Others,Windows,Others
199.37.247.163,-,-,27,12,2037,12,GET,/usr/register,404,5037,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",1417,Opera,Linux,Mobile
44.150.150.23,-,-,27,12,2037,12,DELETE,/usr/admin,404,5017,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",1551,Chrome,Windows,Others
119.76.109.14,-,-,27,12,2037,12,POST,/usr/login,200,4979,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",4844,Safari,iOS,Mobile
255.123.167.185,-,-,27,12,2037,12,GET,/usr/register,304,4988,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",4208,Chrome,Linux,Mobile
129.60.161.153,-,-,27,12,2037,12,GET,/usr/login,200,4997,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",628,Safari,iOS,Mobile
246.149.195.146,-,-,27,12,2037,12,POST,/usr/admin,500,4995,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",1025,Opera,Windows,Others
74.84.153.176,-,-,27,12,2037,12,POST,/usr/login,200,4946,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",3285,Others,Windows,Others
94.202.49.7,-,-,27,12,2037,12,POST,/usr/admin/developer,303,4996,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,672,Mozilla,Linux,Mobile
76.26.73.72,-,-,27,12,2037,12,DELETE,/usr,303,5043,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",2837,Opera,Windows,Others
130.134.60.140,-,-,27,12,2037,12,GET,/usr/login,403,5033,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",2191,Chrome,Linux,Mobile
20.114.82.38,-,-,27,12,2037,12,GET,/usr,303,5029,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",4956,Chrome,Linux,Mobile
178.104.234.189,-,-,27,12,2037,12,DELETE,/usr/register,502,5032,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",869,Others,Windows,Others
82.105.117.203,-,-,27,12,2037,12,GET,/usr/register,303,4922,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",4254,Others,Windows,Others
81.53.231.119,-,-,27,12,2037,12,DELETE,/usr/admin,303,5031,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",2191,Chrome,Windows,Others
168.5.250.17,-,-,27,12,2037,12,GET,/usr/admin/developer,303,5030,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",2793,Opera,Windows,Others
191.99.67.76,-,-,27,12,2037,12,GET,/usr,500,5000,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",1873,Others,Windows,Others
234.2.27.82,-,-,27,12,2037,12,PUT,/usr/login,403,4963,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,1341,Mozilla,Linux,Mobile
178.244.48.230,-,-,27,12,2037,12,GET,/usr/admin/developer,404,4983,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,838,Mozilla,Linux,Mobile
176.105.200.42,-,-,27,12,2037,12,DELETE,/usr/register,200,4965,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",3246,Others,Linux,Mobile
152.109.36.120,-,-,27,12,2037,12,DELETE,/usr/login,304,5019,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",2330,Chrome,Windows,Others
49.174.236.35,-,-,27,12,2037,12,POST,/usr/login,303,5043,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",892,Opera,Windows,Others
82.160.181.91,-,-,27,12,2037,12,POST,/usr,304,5021,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",4632,Safari,Mac OS,Others
200.85.199.6,-,-,27,12,2037,12,PUT,/usr,500,5013,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",24,Chrome,Linux,Mobile
155.39.118.61,-,-,27,12,2037,12,GET,/usr,200,5024,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",1643,Chrome,Linux,Mobile
133.109.43.128,-,-,27,12,2037,12,PUT,/usr/login,403,4927,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",2196,Opera,Windows,Others
147.248.137.192,-,-,27,12,2037,12,POST,/usr/login,200,4974,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",3056,Chrome,Linux,Mobile
254.241.132.65,-,-,27,12,2037,12,GET,/usr/register,500,4946,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",974,Chrome,Linux,Mobile
44.190.239.102,-,-,27,12,2037,12,DELETE,/usr/admin,502,5072,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",118,Others,Windows,Others
33.175.25.1,-,-,27,12,2037,12,DELETE,/usr/admin/developer,404,5036,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",284,Safari,Mac OS,Others
31.246.64.204,-,-,27,12,2037,12,POST,/usr/admin/developer,303,4883,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",3856,Opera,Windows,Others
160.219.240.205,-,-,27,12,2037,12,GET,/usr,303,5016,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,3134,Mozilla,Linux,Mobile
120.88.220.33,-,-,27,12,2037,12,GET,/usr/admin/developer,404,4989,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",700,Safari,iOS,Mobile
10.63.121.120,-,-,27,12,2037,12,GET,/usr/login,403,5003,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,44,Mozilla,Linux,Mobile
85.19.119.90,-,-,27,12,2037,12,GET,/usr/register,304,4997,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",3811,Opera,Windows,Others
2.221.47.73,-,-,27,12,2037,12,POST,/usr/admin,304,4996,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",3609,Others,Windows,Others
235.196.210.229,-,-,27,12,2037,12,POST,/usr/register,403,5041,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,3711,Mozilla,Linux,Mobile
227.35.49.24,-,-,27,12,2037,12,GET,/usr,502,4947,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",3465,Chrome,Windows,Others
193.76.38.181,-,-,27,12,2037,12,DELETE,/usr/login,403,5014,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",3618,Safari,Mac OS,Others
249.195.231.119,-,-,27,12,2037,12,PUT,/usr/login,304,5045,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",165,Others,Windows,Others
9.25.77.103,-,-,27,12,2037,12,PUT,/usr,500,4897,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,4420,Mozilla,Linux,Mobile
126.28.195.136,-,-,27,12,2037,12,GET,/usr/login,303,5022,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",1064,Opera,Linux,Mobile
48.240.175.94,-,-,27,12,2037,12,GET,/usr/login,303,4977,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",4187,Others,Linux,Mobile
230.189.249.74,-,-,27,12,2037,12,GET,/usr,200,5033,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,4950,Mozilla,Linux,Mobile
240.193.240.243,-,-,27,12,2037,12,DELETE,/usr/admin,303,5051,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",3958,Safari,Mac OS,Others
170.18.68.251,-,-,27,12,2037,12,DELETE,/usr,404,5080,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",4647,Opera,Linux,Mobile
8.135.19.219,-,-,27,12,2037,12,GET,/usr/login,200,4995,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",1623,Others,Windows,Others
